0; 5.86997e-07
1; 5.85143e-07
2; 5.82881e-07
3; 5.80893e-07
4; 5.78952e-07
5; 5.76835e-07
6; 5.74871e-07
7; 5.72972e-07
8; 5.70941e-07
9; 5.69128e-07
10; 5.66975e-07
11; 5.65212e-07
12; 5.63385e-07
13; 5.61423e-07
14; 5.59844e-07
15; 5.58317e-07
16; 5.56533e-07
17; 5.54712e-07
18; 5.52961e-07
19; 5.51329e-07
20; 5.49471e-07
21; 5.47691e-07
22; 5.45821e-07
23; 5.44351e-07
24; 5.42601e-07
25; 5.40862e-07
26; 5.39127e-07
27; 5.37537e-07
28; 5.35954e-07
29; 5.34458e-07
30; 5.32944e-07
31; 5.31451e-07
32; 5.29699e-07
33; 5.28245e-07
34; 5.26736e-07
35; 5.25374e-07
36; 5.23824e-07
37; 5.22367e-07
38; 5.20986e-07
39; 5.19473e-07
40; 5.18015e-07
41; 5.16638e-07
42; 5.15173e-07
43; 5.13743e-07
44; 5.12195e-07
45; 5.10815e-07
46; 5.09513e-07
47; 5.08032e-07
48; 5.06607e-07
49; 5.05144e-07
50; 5.0368e-07
51; 5.02307e-07
52; 5.0077e-07
53; 4.99519e-07
54; 4.98257e-07
55; 4.97081e-07
56; 4.95836e-07
57; 4.94576e-07
58; 4.93273e-07
59; 4.91979e-07
60; 4.90572e-07
61; 4.8946e-07
62; 4.8801e-07
63; 4.86583e-07
64; 4.85424e-07
65; 4.84257e-07
66; 4.83132e-07
67; 4.82065e-07
68; 4.80801e-07
69; 4.7972e-07
70; 4.78459e-07
71; 4.77207e-07
72; 4.76164e-07
73; 4.75171e-07
74; 4.74026e-07
75; 4.72749e-07
76; 4.71734e-07
77; 4.70707e-07
78; 4.69596e-07
79; 4.6842e-07
80; 4.67484e-07
81; 4.66522e-07
82; 4.65432e-07
83; 4.64352e-07
84; 4.63176e-07
85; 4.62134e-07
86; 4.6095e-07
87; 4.59805e-07
88; 4.58701e-07
89; 4.57656e-07
90; 4.56674e-07
91; 4.55751e-07
92; 4.547e-07
93; 4.53658e-07
94; 4.52665e-07
95; 4.518e-07
96; 4.50775e-07
97; 4.49784e-07
98; 4.48572e-07
99; 4.47554e-07
100; 4.46555e-07
101; 4.45551e-07
102; 4.44577e-07
103; 4.43745e-07
104; 4.42789e-07
105; 4.41928e-07
106; 4.40994e-07
107; 4.40064e-07
108; 4.39183e-07
109; 4.38184e-07
110; 4.37172e-07
111; 4.36459e-07
112; 4.35454e-07
113; 4.34766e-07
114; 4.33872e-07
115; 4.32873e-07
116; 4.31979e-07
117; 4.31112e-07
118; 4.30272e-07
119; 4.29449e-07
120; 4.28641e-07
121; 4.27849e-07
122; 4.26863e-07
123; 4.25882e-07
124; 4.25082e-07
125; 4.24292e-07
126; 4.23592e-07
127; 4.22704e-07
128; 4.21852e-07
129; 4.21113e-07
130; 4.20379e-07
131; 4.19548e-07
132; 4.18675e-07
133; 4.17859e-07
134; 4.1702e-07
135; 4.1613e-07
136; 4.15307e-07
137; 4.14428e-07
138; 4.13587e-07
139; 4.12883e-07
140; 4.12035e-07
141; 4.11076e-07
142; 4.10263e-07
143; 4.09498e-07
144; 4.08766e-07
145; 4.07859e-07
146; 4.07067e-07
147; 4.06305e-07
148; 4.05497e-07
149; 4.04772e-07
150; 4.04149e-07
151; 4.03312e-07
152; 4.02552e-07
153; 4.01705e-07
154; 4.01065e-07
155; 4.00441e-07
156; 3.99833e-07
157; 3.9913e-07
158; 3.98433e-07
